Full Address;Longitude;Latitude;Zip;REC_TYPE;PIN;OVACLS;CLASS_DESCRIPTION;CURRENT_LAND;CURRENT_BUILDING;CURRENT_TOTAL;ESTIMATED_MARKET_VALUE;PRIOR_LAND;PRIOR_BUILDING;PRIOR_TOTAL;PPRIOR_LAND;PPRIOR_BUILDING;PPRIOR_TOTAL;PPRIOR_YEAR;TOWN;VOLUME;LOC;TAX_CODE;NEIGHBORHOOD;HOUSENO;DIR;STREET;SUFFIX;APT;CITY;RES_TYPE;BLDG_USE;APT_DESC;COMM_UNITS;EXT_DESC;FULL_BATH;HALF_BATH;BSMT_DESC;ATTIC_DESC;AC;FIREPLACE;GAR_DESC;AGE;BUILDING_SQ_FT;LAND_SQ_FT;BLDG_SF;UNITS_TOT;MULTI_SALE;DEED_TYPE;SALE_DATE;SALE_AMOUNT;APPCNT;APPEAL_A;APPEAL_A_STATUS;APPEAL_A_RESULT;APPEAL_A_REASON;APPEAL_A_PIN_RESULT;APPEAL_A_PROPAV;APPEAL_A_CURRAV;APPEAL_A_RESLTDATE;
2114 W OHIO ST, CHICAGO, IL;-87,6800994;41,8924136999999;60612;A-HD;17071150420000;211;Two to Six Apartments, Over 62 Years                                                         ;8.856;32.785;41.641;416.410;7.380;28.206;35.586;7.380;28.206;35.586;2013;77;586;CITY;77001;120;2114;W;OHIO ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;1 Car Detached;127;1890;2952;     ;        ;0;1;3/1/05;410000;0;0;                  ;;0;;0;0;     ;
2116 W RACE AVE, CHICAGO, IL;-87,6800972;41,891638;60612;A-HD;17071200400000;211;Two to Six Apartments, Over 62 Years                                                         ;6.750;29.420;36.170;361.700;5.625;26.758;32.383;5.625;26.758;32.383;2013;77;586;CITY;77001;120;2116;W;RACE ;AVE; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Partial and Unfinished;None;2;0; ;125;1596;2250;     ;        ;0;1;12/1/94;90000;0;0;                  ;;0;;0;0;     ;
2112 W SUPERIOR ST, CHICAGO, IL;-87,6800858999999;41,8951290999999;60612;A-HD;17071020380000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;29.119;37.903;379.030;7.320;27.901;35.221;7.320;27.901;35.221;2013;77;586;CITY;77001;120;2112;W;SUPERIOR ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Full and Unfinished;None;2;0; ;125;2040;2928;     ;        ;0;1;8/1/06;450000;0;0;                  ;;0;;0;0;     ;
2113 W SUPERIOR ST, CHICAGO, IL;-87,6800762;41,8947678999999;60612;A-HD;17071060190000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;26.577;35.361;353.610;7.320;26.050;33.370;7.320;26.050;33.370;2013;77;586;CITY;77001;120;2113;W;SUPERIOR ;ST; ;CHICAGO;1.5 - 1.9        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Formal Rec. Room; ;2;0;2 Cars Detached;125;1014;2928;     ;        ;0;1;9/28/91;100000;0;0;                  ;;0;;0;0;     ;
2112 W HURON ST, CHICAGO, IL;-87,6800632;41,8942464;60612;A-HD;17071060390000;211;Two to Six Apartments, Over 62 Years                                                         ;8.712;28.705;37.417;374.170;7.260;25.889;33.149;7.260;25.889;33.149;2013;77;586;CITY;77001;120;2112;W;HURON ;ST;2;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Slab and Unfinished;None;2;0; ;125;1760;2904;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2112 W ERIE ST, CHICAGO, IL;-87,6800358999999;41,8933042999999;60612;A-HD;17071110440000;211;Two to Six Apartments, Over 62 Years                                                         ;8.856;33.551;42.407;424.070;7.380;26.170;33.550;7.380;26.170;33.550;2013;77;586;CITY;77001;120;2112;W;ERIE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Partial and Unfinished;None;2;0;2 Cars Detached;134;2412;2952;     ;        ;0;1;1/29/98;138000;0;0;                  ;;0;;0;0;     ;
2112 W OHIO ST, CHICAGO, IL;-87,6800075;41,8924156;60612;A-HD;17071150430000;211;Two to Six Apartments, Over 62 Years                                                         ;8.856;37.886;46.742;467.420;7.380;23.087;30.467;7.380;23.087;30.467;2013;77;586;CITY;77001;120;2112;W;OHIO ;ST;1;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment;None;2;0; ;127;2732;2952;     ;        ;0;1;9/19/91;129000;0;0;                  ;;0;;0;0;     ;
2110 W HURON ST, CHICAGO, IL;-87,6799716;41,8942113;60612;A-HD;17071060400000;211;Two to Six Apartments, Over 62 Years                                                         ;8.712;33.068;41.780;417.800;7.260;29.188;36.448;7.260;29.188;36.448;2013;77;586;CITY;77001;120;2110;W;HURON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;1;Masonry    ;2;1;Slab and Unfinished; ;2;0;2 Cars Detached;114;2176;2904;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2111 W HURON ST, CHICAGO, IL;-87,6799613;41,8938352999999;60612;A-HD;17071110200000;211;Two to Six Apartments, Over 62 Years                                                         ;8.856;28.827;37.683;376.830;7.380;27.956;35.336;7.380;27.956;35.336;2013;77;586;CITY;77001;120;2111;W;HURON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Full and Unfinished;None;2;0;2 Cars Detached;125;1848;2952;     ;        ;0;1;5/1/93;80000;0;0;                  ;;0;;0;0;     ;
2110 W ERIE ST, CHICAGO, IL;-87,6799409;41,8933170999999;60612;A-HD;17071110450000;211;Two to Six Apartments, Over 62 Years                                                         ;8.856;28.227;37.083;370.830;7.380;27.505;34.885;7.380;27.505;34.885;2013;77;586;CITY;77001;120;2110;W;ERIE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Full and Unfinished;None;2;0;2 Cars Detached;137;1760;2952;     ;        ;0;1;3/1/07;460000;0;0;                  ;;0;;0;0;     ;
2111 W OHIO ST, CHICAGO, IL;-87,6799295;41,8920388;60612;A-HD;17071200190000;211;Two to Six Apartments, Over 62 Years                                                         ;7.500;30.289;37.789;377.890;6.250;24.308;30.558;6.250;24.308;30.558;2013;77;586;CITY;77001;120;2111;W;OHIO ;ST;2ND ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame/Masonry ;2;0;Full and Unfinished;None;2;0; ;127;2024;2500;     ;        ;0;0;     ;0;1;102006;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;39325;37789;10/19/15;
2111 W ERIE ST, CHICAGO, IL;-87,6799282;41,8929389999999;60612;A-HD;17071150210000;211;Two to Six Apartments, Over 62 Years                                                         ;8.634;39.809;48.443;484.430;7.195;37.068;44.263;7.195;37.068;44.263;2013;77;586;CITY;77001;120;2111;W;ERIE ;ST;2;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;1;Full and Unfinished;None;1;0;2 Cars Detached;127;2284;2878;     ;        ;0;2;9/1/11;190000;1;99113;Appeal Review Complete       ;Assessed Value Adjusted;38;Assessed Value Adjusted;53873;48443;10/19/15;
2110 W RACE AVE, CHICAGO, IL;-87,6799139999999;41,8916298999999;60612;A-HD;17071200420000;211;Two to Six Apartments, Over 62 Years                                                         ;6.750;31.235;37.985;379.850;5.625;26.906;32.531;5.625;26.906;32.531;2013;77;586;CITY;77001;120;2110;W;RACE ;AVE; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame/Masonry ;2;0;Slab and Unfinished;Full and Living Area;2;0; ;125;2160;2250;     ;        ;0;1;7/1/05;385000;0;0;                  ;;0;;0;0;     ;
2107 W HURON ST, CHICAGO, IL;-87,6798572999999;41,8938434;60612;A-HD;17071110210000;211;Two to Six Apartments, Over 62 Years                                                         ;11.808;32.404;44.212;442.120;9.840;26.508;36.348;9.840;31.803;41.643;2013;77;586;CITY;77001;120;2107;W;HURON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;2 Cars Detached;94;2808;3936;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2109 W ERIE ST, CHICAGO, IL;-87,6798474;41,8929399;60612;A-HD;17071150220000;211;Two to Six Apartments, Over 62 Years                                                         ;8.670;34.259;42.929;429.290;7.225;29.271;36.496;7.225;29.271;36.496;2013;77;586;CITY;77001;120;2109;W;ERIE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;127;2214;2890;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2109 W OHIO ST, CHICAGO, IL;-87,6798375;41,8920249999999;60612;A-HD;17071200200000;211;Two to Six Apartments, Over 62 Years                                                         ;7.500;33.746;41.246;412.460;6.250;30.129;36.379;6.250;30.129;36.379;2013;77;586;CITY;77001;120;2109;W;OHIO ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;127;2310;2500;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2108 W RACE AVE, CHICAGO, IL;-87,6798237999999;41,8916584999999;60612;A-HD;17071200430000;211;Two to Six Apartments, Over 62 Years                                                         ;6.750;30.498;37.248;372.480;5.625;27.750;33.375;5.625;27.750;33.375;2013;77;586;CITY;77001;120;2108;W;RACE ;AVE; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;125;2014;2250;     ;        ;0;1;7/1/92;128000;1;101953;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;39483;37248;10/19/15;
2106 W HURON ST, CHICAGO, IL;-87,6797858;41,8942066999999;60612;A-HD;17071060420000;211;Two to Six Apartments, Over 62 Years                                                         ;8.712;51.631;60.343;603.430;7.260;53.926;61.186;7.260;53.926;61.186;2013;77;586;CITY;77001;120;2106;W;HURON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;1;0; ;125;2106;2904;     ;        ;0;1;10/1/08;380000;0;0;                  ;;0;;0;0;     ;
2107 W ERIE ST, CHICAGO, IL;-87,6797583;41,8929420999999;60612;A-HD;17071150230000;211;Two to Six Apartments, Over 62 Years                                                         ;8.706;34.637;43.343;433.430;7.255;25.129;32.384;7.255;29.553;36.808;2013;77;586;CITY;77001;120;2107;W;ERIE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;1 Car Detached;127;2214;2902;     ;        ;0;1;11/1/03;493000;0;0;                  ;;0;;0;0;     ;
2107 W OHIO ST, CHICAGO, IL;-87,6797404;41,8920417;60612;A-HD;17071200210000;211;Two to Six Apartments, Over 62 Years                                                         ;7.500;35.666;43.166;431.660;6.250;24.933;31.183;6.250;24.933;31.183;2013;77;586;CITY;77001;120;2107;W;OHIO ;ST;1;CHICAGO;Two Story        ;Multi Family  ;4;0;Frame     ;4;0;Full and Apartment; ;2;0;2 Cars Detached;127;2611;2500;     ;        ;0;1;9/1/95;25000;1;90078;Appeal Review Complete       ;Assessed Value Not Adjusted;18;Assessed Value Not Adjusted;43166;43166;10/19/15;
2105 W HURON ST, CHICAGO, IL;-87,6797396999999;41,8938637999999;60612;A-HD;17071110220000;211;Two to Six Apartments, Over 62 Years                                                         ;11.808;31.844;43.652;436.520;9.840;29.824;39.664;9.840;29.824;39.664;2013;77;586;CITY;77001;120;2105;W;HURON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;2 Cars Detached;94;2184;3936;     ;        ;0;1;10/1/07;500000;0;0;                  ;;0;;0;0;     ;
2102 W HURON ST, CHICAGO, IL;-87,6797030999999;41,8942175;60612;A-HD;17071060430000;211;Two to Six Apartments, Over 62 Years                                                         ;8.712;34.479;43.191;431.910;7.260;29.131;36.391;7.260;29.131;36.391;2013;77;586;CITY;77001;120;2102;W;HURON ;ST;3;CHICAGO;Three Story       ;Multi Family  ;3;0;Frame/Masonry ;3;0;Slab and Unfinished;None;2;0;2 Cars Detached;125;2394;2904;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2102 W ERIE ST, CHICAGO, IL;-87,6796765999999;41,8933029;60612;A-HD;17071110480000;211;Two to Six Apartments, Over 62 Years                                                         ;8.856;31.597;40.453;404.530;7.380;28.641;36.021;7.380;28.641;36.021;2013;77;586;CITY;77001;120;2102;W;ERIE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0;2 Cars Detached;134;3144;2952;     ;        ;1;1;6/1/02;392891;1;108947;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;47476;45103;10/19/15;
2103 W ERIE ST, CHICAGO, IL;-87,6796757;41,8929443999999;60612;A-HD;17071150240000;211;Two to Six Apartments, Over 62 Years                                                         ;8.634;34.283;42.917;429.170;7.195;30.525;37.720;7.195;30.525;37.720;2013;77;586;CITY;77001;120;2103;W;ERIE ;ST;2;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;127;2214;2878;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2101 W OHIO ST, CHICAGO, IL;-87,6796479;41,8920397999999;60612;A-HD;17071200230000;211;Two to Six Apartments, Over 62 Years                                                         ;7.500;32.744;40.244;402.440;6.250;29.831;36.081;6.250;29.831;36.081;2013;77;586;CITY;77001;120;2101;W;OHIO ;ST;1R ;CHICAGO;Two Story        ;Multi Family  ;4;0;Masonry    ;4;0;Full and Unfinished;None;1;0; ;127;2440;2500;     ;        ;0;0;     ;0;1;6093426;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;46090;40244;10/19/15;
2101 W OHIO ST, CHICAGO, IL;-87,6796479;41,8920397999999;60612;A-HD;17071200220000;211;Two to Six Apartments, Over 62 Years                                                         ;7.500;28.919;36.419;364.190;6.250;27.531;33.781;6.250;27.531;33.781;2013;77;586;CITY;77001;120;2101;W;OHIO ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Full and Unfinished;None;2;0; ;127;1920;2500;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2100 W SUPERIOR ST, CHICAGO, IL;-87,6796303999999;41,8951240999999;60612;A-HD;17071020420000;211;Two to Six Apartments, Over 62 Years                                                         ;9.477;58.874;68.351;683.510;7.897;18.501;26.398;7.897;27.891;35.788;2013;77;586;CITY;77001;120;2100;W;SUPERIOR ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;1;0; ;125;2058;3159;     ;        ;0;1;10/1/04;597000;1;99223;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;73878;68351;12/4/15;
2103 W RACE AVE, CHICAGO, IL;-87,679625;41,8913439;60612;A-HD;17071230230000;211;Two to Six Apartments, Over 62 Years                                                         ;7.425;34.492;41.917;419.170;6.187;27.004;33.191;6.187;30.432;36.619;2013;77;586;CITY;77001;120;2103;W;RACE ;AVE; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;122;2332;2475;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2100 W HURON ST, CHICAGO, IL;-87,6796137999999;41,8942027;60612;A-HD;17071060440000;315;Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ;5.326;76.274;81.600;816.000;5.326;73.996;79.322;5.326;73.996;79.322;2013;77;586;CITY;77001;120;2100;W;HURON ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;122;0;3133;0;0;0;1;2/1/96;305000;1;97921;Appeal Review Complete       ;Assessed Value Adjusted;11;Assessed Value Adjusted;98918;81600;10/19/15;
2100 W ERIE ST, CHICAGO, IL;-87,6795876;41,8933079;60612;A-HD;17071110490000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;8.412;33.968;42.380;423.800;7.010;32.986;39.996;7.010;32.986;39.996;2013;77;586;CITY;77001;120;2100;W;ERIE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;4;1;Masonry    ;6;0;Partial and Unfinished;None;2;0;2 Cars Detached;134;3960;2804;     ;        ;1;1;6/1/02;267109;1;106760;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;52275;42380;10/19/15;
2100 W OHIO ST, CHICAGO, IL;-87,6795647;41,8925778999999;60612;A-HD;17071150480000;211;Two to Six Apartments, Over 62 Years                                                         ;8.487;29.738;38.225;382.250;7.072;25.696;32.768;7.072;25.696;32.768;2013;77;586;CITY;77001;120;2100;W;OHIO ;ST;1;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Full and Unfinished;None;2;0; ;127;1600;2829;     ;        ;0;1;12/12/94;122000;0;0;                  ;;0;;0;0;     ;
2100 W RACE AVE, CHICAGO, IL;-87,679535;41,8916595999999;60612;A-HD;17071200460000;211;Two to Six Apartments, Over 62 Years                                                         ;6.750;30.560;37.310;373.100;5.625;25.460;31.085;5.625;25.460;31.085;2013;77;586;CITY;77001;120;2100;W;RACE ;AVE; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame/Masonry ;2;0;Craw and Formal Rec. Room; ;1;0;2 Cars Detached;125;2112;2250;     ;        ;0;1;8/1/06;410000;1;6100414;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;40403;37310;10/19/15;
2101 W RACE AVE, CHICAGO, IL;-87,679528;41,8913137999999;60612;A-HD;17071230240000;211;Two to Six Apartments, Over 62 Years                                                         ;7.500;33.546;41.046;410.460;6.250;33.544;39.794;6.250;33.544;39.794;2013;77;586;CITY;77001;120;2101;W;RACE ;AVE; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame/Masonry ;3;0;Full and Unfinished; ;2;0;2 Cars Detached;125;2496;2500;     ;        ;0;0;7/1/14;385000;1;6093040;Appeal Review Complete       ;Assessed Value Adjusted;38;Assessed Value Adjusted;45481;41046;10/19/15;
729 N HOYNE AVE, CHICAGO, IL;-87,6792904999999;41,8948577999999;60612;A-HD;17071070030000;211;Two to Six Apartments, Over 62 Years                                                         ;5.325;45.731;51.056;510.560;4.437;35.852;40.289;4.437;35.852;40.289;2013;77;586;CITY;77001;120;729;N;HOYNE ;AVE; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;120;4761;1775;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
747 N HOYNE AVE, CHICAGO, IL;-87,6792836;41,8954669;60612;A-HD;17071030230000;211;Two to Six Apartments, Over 62 Years                                                         ;3.642;34.189;37.831;378.310;3.035;25.740;28.775;3.035;25.740;28.775;2013;77;586;CITY;77001;120;747;N;HOYNE ;AVE; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Craw and Formal Rec. Room;None;2;0; ;125;2200;1214;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2057 W HURON ST, CHICAGO, IL;-87,6792772;41,8938866;60612;A-HD;17071120010000;211;Two to Six Apartments, Over 62 Years                                                         ;17.568;74.189;91.757;917.570;14.640;87.059;101.699;14.640;89.938;104.578;2013;77;586;CITY;77001;120;2057;W;HURON ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;1;Masonry    ;6;0;Craw and Formal Rec. Room;None;2;0; ;110;6596;5856;     ;        ;1;2;1/1/95;276034;1;104362;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;108681;91757;10/19/15;
2058 W ERIE ST, CHICAGO, IL;-87,6792769;41,8933190999999;60612;A-HD;17071120250000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;58.636;67.420;674.200;7.320;59.847;67.167;7.320;59.847;67.167;2013;77;586;CITY;77001;120;2058;W;ERIE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Frame     ;3;0;Full and Apartment;None;2;0; ;125;4320;2928;     ;        ;0;1;12/1/97;320000;0;0;                  ;;0;;0;0;     ;
719 N HOYNE AVE, CHICAGO, IL;-87,6792626999999;41,8946082;60612;A-HD;17071080010000;211;Two to Six Apartments, Over 62 Years                                                         ;6.627;40.692;47.319;473.190;5.522;33.473;38.995;5.522;33.473;38.995;2013;77;586;CITY;77001;120;719;N;HOYNE ;AVE; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;127;3102;2209;     ;        ;0;1;8/1/02;852000;0;0;                  ;;0;;0;0;     ;
2059 W ERIE ST, CHICAGO, IL;-87,6792607;41,8927989999999;60612;A-HD;17071160010000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;29.072;37.856;378.560;7.320;28.798;36.118;7.320;28.798;36.118;2013;77;586;CITY;77001;120;2059;W;ERIE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Full and Unfinished;None;2;0;2 Cars Detached;137;2300;2928;     ;        ;0;1;1/1/05;490000;0;0;                  ;;0;;0;0;     ;
2059 W OHIO ST, CHICAGO, IL;-87,6792291;41,8920725999999;60612;A-HD;17071210470000;211;Two to Six Apartments, Over 62 Years                                                         ;4.320;31.614;35.934;359.340;3.600;27.775;31.375;3.600;27.775;31.375;2013;77;586;CITY;77001;120;2059;W;OHIO ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Full and Unfinished;None;2;0; ;124;1980;1440;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
733 N HOYNE AVE, CHICAGO, IL;-87,6792241999999;41,8950774999999;60612;A-HD;17071070010000;211;Two to Six Apartments, Over 62 Years                                                         ;7.989;37.550;45.539;455.390;6.657;29.043;35.700;6.657;29.043;35.700;2013;77;586;CITY;77001;120;733;N;HOYNE ;AVE; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;2;Full and Unfinished;None;2;2; ;106;2988;2663;     ;        ;0;1;8/1/02;630000;1;95997;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;48203;45539;10/19/15;
727 N HOYNE AVE, CHICAGO, IL;-87,6792188;41,8949337999999;60612;A-HD;17071070020000;211;Two to Six Apartments, Over 62 Years                                                         ;7.989;37.173;45.162;451.620;6.657;27.471;34.128;6.657;30.215;36.872;2013;77;586;CITY;77001;120;727;N;HOYNE ;AVE; ;CHICAGO;Two Story        ;Multi Family  ;4;0;Masonry    ;4;0;Full and Unfinished;None;2;0; ;120;2772;2663;     ;        ;0;1;2/1/14;725000;1;94085;Appeal Review Complete       ;Assessed Value Not Adjusted;27;Assessed Value Not Adjusted;72558;72558;12/4/15;
2056 W ERIE ST, CHICAGO, IL;-87,6791874;41,8933261999999;60612;A-HD;17071120260000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;29.223;38.007;380.070;7.320;25.779;33.099;7.320;25.779;33.099;2013;77;586;CITY;77001;120;2056;W;ERIE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame/Masonry ;2;0;Craw and Formal Rec. Room;None;2;0;2 Cars Detached;125;1760;2928;     ;        ;0;1;11/1/09;320000;0;0;                  ;;0;;0;0;     ;
2052 W HURON ST, CHICAGO, IL;-87,6791075999999;41,8942582;60612;A-HD;17071080260000;211;Two to Six Apartments, Over 62 Years                                                         ;6.768;34.047;40.815;408.150;5.640;26.423;32.063;5.640;26.423;32.063;2013;77;586;CITY;77001;120;2052;W;HURON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Full and Unfinished;None;2;0; ;127;1592;2256;     ;        ;0;1;3/1/15;408100;0;0;                  ;;0;;0;0;     ;
2055 W ERIE ST, CHICAGO, IL;-87,6790883999999;41,8929437999999;60612;A-HD;17071160030000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;29.333;38.117;381.170;7.320;27.675;34.995;7.320;27.675;34.995;2013;77;586;CITY;77001;120;2055;W;ERIE ;ST;1;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;1;Full and Unfinished;None;2;0;2 Cars Detached;137;1487;2928;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2055 W OHIO ST, CHICAGO, IL;-87,6790484999999;41,8920499999999;60612;A-HD;17071210030000;211;Two to Six Apartments, Over 62 Years                                                         ;6.624;62.060;68.684;686.840;5.520;29.348;34.868;5.520;29.348;34.868;2013;77;586;CITY;77001;120;2055;W;OHIO ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;124;2130;2208;     ;        ;0;1;6/1/14;686000;0;0;                  ;;0;;0;0;     ;
2051 W SUPERIOR ST, CHICAGO, IL;-87,6790404999999;41,8945687;60612;A-HD;17071080040000;211;Two to Six Apartments, Over 62 Years                                                         ;6.768;41.677;48.445;484.450;5.640;33.963;39.603;5.640;33.963;39.603;2013;77;586;CITY;77001;120;2051;W;SUPERIOR ;ST; ;CHICAGO;Two Story        ;Multi Family  ;4;0;Masonry    ;4;0;Full and Unfinished;None;2;0; ;117;2952;2256;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2050 W SUPERIOR ST, CHICAGO, IL;-87,6790404;41,8949111;60612;A-HD;17071070040000;211;Two to Six Apartments, Over 62 Years                                                         ;7.200;30.128;37.328;373.280;6.000;25.803;31.803;6.000;25.803;31.803;2013;77;586;CITY;77001;120;2050;W;SUPERIOR ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Craw and Formal Rec. Room;None;2;0;2 Cars Detached;125;1428;2400;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2052 W ERIE ST, CHICAGO, IL;-87,6790141;41,8933409999999;60612;A-HD;17071120280000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;28.978;37.762;377.620;7.320;27.547;34.867;7.320;27.547;34.867;2013;77;586;CITY;77001;120;2052;W;ERIE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Full and Unfinished;None;2;0; ;125;2136;2928;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2053 W ERIE ST, CHICAGO, IL;-87,6789992;41,8929574;60612;A-HD;17071160040000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;33.215;41.999;419.990;7.320;29.805;37.125;7.320;29.805;37.125;2013;77;586;CITY;77001;120;2053;W;ERIE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;137;2058;2928;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
2051 W OHIO ST, CHICAGO, IL;-87,6789571;41,8920521;60612;A-HD;17071210040000;211;Two to Six Apartments, Over 62 Years                                                         ;6.624;30.246;36.870;368.700;5.520;29.348;34.868;5.520;29.348;34.868;2013;77;586;CITY;77001;120;2051;W;OHIO ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;124;2130;2208;     ;        ;0;2;7/1/12;190000;1;105803;Appeal Review Complete       ;Assessed Value Not Adjusted;49;Assessed Value Not Adjusted;40584;40584;10/19/15;
