Full Address;Longitude;Latitude;Zip;REC_TYPE;PIN;OVACLS;CLASS_DESCRIPTION;CURRENT_LAND;CURRENT_BUILDING;CURRENT_TOTAL;ESTIMATED_MARKET_VALUE;PRIOR_LAND;PRIOR_BUILDING;PRIOR_TOTAL;PPRIOR_LAND;PPRIOR_BUILDING;PPRIOR_TOTAL;PPRIOR_YEAR;TOWN;VOLUME;LOC;TAX_CODE;NEIGHBORHOOD;HOUSENO;DIR;STREET;SUFFIX;APT;CITY;RES_TYPE;BLDG_USE;APT_DESC;COMM_UNITS;EXT_DESC;FULL_BATH;HALF_BATH;BSMT_DESC;ATTIC_DESC;AC;FIREPLACE;GAR_DESC;AGE;BUILDING_SQ_FT;LAND_SQ_FT;BLDG_SF;UNITS_TOT;MULTI_SALE;DEED_TYPE;SALE_DATE;SALE_AMOUNT;APPCNT;APPEAL_A;APPEAL_A_STATUS;APPEAL_A_RESULT;APPEAL_A_REASON;APPEAL_A_PIN_RESULT;APPEAL_A_PROPAV;APPEAL_A_CURRAV;APPEAL_A_RESLTDATE;
909 S LAFLIN ST, CHICAGO, IL;-87,6638023;41,8702323999999;60607;A-HD;17173170170000;211;Two to Six Apartments, Over 62 Years                                                         ;9.375;30.376;39.751;397.510;7.812;28.653;36.465;7.812;28.653;36.465;2013;77;592;CITY;77002;132;909;S;LAFLIN ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Slab and Unfinished;None;2;0; ;145;2181;3125;     ;        ;1;2;11/1/98;197711;1;85961;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;41304;39751;12/4/15;
911 S LAFLIN ST, CHICAGO, IL;-87,6638006;41,8701535;60607;A-HD;17173170180000;211;Two to Six Apartments, Over 62 Years                                                         ;9.375;29.422;38.797;387.970;7.812;27.306;35.118;7.812;27.306;35.118;2013;77;592;CITY;77002;132;911;S;LAFLIN ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Slab and Unfinished;None;2;0; ;135;2181;3125;     ;        ;0;1;9/1/94;80000;0;0;                  ;;0;;0;0;     ;
913 S LAFLIN ST, CHICAGO, IL;-87,6637991;41,8700955999999;60607;A-HD;17173170190000;211;Two to Six Apartments, Over 62 Years                                                         ;9.375;31.929;41.304;413.040;7.812;30.525;38.337;7.812;30.525;38.337;2013;77;592;CITY;77002;132;913;S;LAFLIN ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Slab and Unfinished;None;2;0; ;145;2181;3125;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1455 W TAYLOR ST, CHICAGO, IL;-87,6637838;41,8691122999999;60607;A-HD;17173250020000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;8.025;66.975;75.000;750.000;6.687;66.729;73.416;6.687;66.729;73.416;2013;77;592;CITY;77002;132;1455;W;TAYLOR ;ST; ;CHICAGO;Three Story       ;Multi Family  ;4;1;Masonry    ;5;0;Full and Unfinished; ;1;0;2 Cars Attached;22;5323;2675;     ;        ;0;1;5/1/15;750000;0;0;                  ;;0;;0;0;     ;
1453 W FLOURNOY ST, CHICAGO, IL;-87,6637783;41,8730845999999;60607;A-HD;17173030060000;315;Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ;13.586;54.378;67.964;679.640;13.586;54.378;67.964;13.586;54.378;67.964;2013;77;592;CITY;77002;132;1453;W;FLOURNOY ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;122;0;5328;0;0;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1452 W TAYLOR ST, CHICAGO, IL;-87,6637472;41,8694892999999;60607;A-HD;17173170520000;211;Two to Six Apartments, Over 62 Years                                                         ;9.000;32.438;41.438;414.380;7.500;33.428;40.928;7.500;33.428;40.928;2013;77;592;CITY;77002;132;1452;W;TAYLOR ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;1;Masonry    ;3;1;Partial and Unfinished;None;2;0;1 1/2 Car Detached;141;2480;3000;     ;        ;0;0;     ;0;1;104927;Appeal Review Complete       ;Assessed Value Adjusted;2;Assessed Value Adjusted;44594;43370;10/19/15;
1450 W LEXINGTON ST, CHICAGO, IL;-87,663724;41,8727066;60607;A-HD;17173030280000;211;Two to Six Apartments, Over 62 Years                                                         ;6.660;41.651;48.311;483.110;5.550;36.825;42.375;5.550;36.825;42.375;2013;77;592;CITY;77002;132;1450;W;LEXINGTON ;ST;1;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment;None;1;0; ;117;2762;2220;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1448 W FLOURNOY ST, CHICAGO, IL;-87,6636938999999;41,8734917999999;60607;A-HD;17173020150000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;30.834;38.826;388.260;6.660;28.911;35.571;6.660;28.911;35.571;2013;77;592;CITY;77002;132;1448;W;FLOURNOY ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame/Masonry ;2;0;Full and Unfinished;None;2;0; ;127;1932;2664;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1453 W TAYLOR ST, CHICAGO, IL;-87,6636732;41,8691158;60607;A-HD;17173250030000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;9.630;53.099;62.729;627.290;8.025;47.251;55.276;8.025;47.251;55.276;2013;77;592;CITY;77002;132;1453;W;TAYLOR ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;1;Masonry    ;3;1;Partial and Unfinished; ;2;0; ;119;5373;3210;     ;        ;0;1;6/1/06;1200000;1;108040;Appeal Review Complete       ;Assessed Value Not Adjusted;18;Assessed Value Not Adjusted;62729;62729;10/19/15;
1450 W TAYLOR ST, CHICAGO, IL;-87,6636589;41,8695122999999;60607;A-HD;17173170530000;211;Two to Six Apartments, Over 62 Years                                                         ;9.000;31.881;40.881;408.810;7.500;30.769;38.269;7.500;30.769;38.269;2013;77;592;CITY;77002;132;1450;W;TAYLOR ;ST;1;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;141;2024;3000;     ;        ;0;1;11/1/12;400000;0;0;                  ;;0;;0;0;     ;
1448 W POLK ST, CHICAGO, IL;-87,6636536;41,8718367999999;60607;A-HD;17173040260000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;52.961;60.953;609.530;6.660;40.873;47.533;6.660;40.873;47.533;2013;77;592;CITY;77002;132;1448;W;POLK ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;67;1012;2664;     ;        ;0;2;4/1/98;324000;1;97267;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;71068;66115;10/19/15;
1448 W LEXINGTON ST, CHICAGO, IL;-87,6636507;41,8727126;60607;A-HD;17173030290000;211;Two to Six Apartments, Over 62 Years                                                         ;6.660;39.414;46.074;460.740;5.550;34.404;39.954;5.550;34.404;39.954;2013;77;592;CITY;77002;132;1448;W;LEXINGTON ;ST;2;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment;None;2;0; ;130;2714;2220;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1446 W FLOURNOY ST, CHICAGO, IL;-87,6636067999999;41,8734978999999;60607;A-HD;17173020160000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;35.691;43.683;436.830;6.660;17.271;23.931;6.660;19.034;25.694;2013;77;592;CITY;77002;132;1446;W;FLOURNOY ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame/Masonry ;2;0;Full and Unfinished;None;1;0;2 Cars Detached;127;2316;2664;     ;        ;0;1;8/1/07;530000;1;106334;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;43683;43683;10/19/15;
1447 W FLOURNOY ST, CHICAGO, IL;-87,6635849;41,8730874999999;60607;A-HD;17173030070000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;39.136;47.128;471.280;6.660;32.095;38.755;6.660;32.095;38.755;2013;77;592;CITY;77002;132;1447;W;FLOURNOY ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Frame/Masonry ;4;0;Full and Apartment;Partial and Living Area;1;1;2 Cars Detached;123;3418;2664;     ;        ;0;1;8/1/15;815000;0;0;                  ;;0;;0;0;     ;
1446 W LEXINGTON ST, CHICAGO, IL;-87,6635791;41,8727098;60607;A-HD;17173030300000;211;Two to Six Apartments, Over 62 Years                                                         ;6.660;36.894;43.554;435.540;5.550;32.161;37.711;5.550;32.161;37.711;2013;77;592;CITY;77002;132;1446;W;LEXINGTON ;ST;1;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Apartment;None;2;0;1 Car Detached;130;2023;2220;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1447 W TAYLOR ST, CHICAGO, IL;-87,6635770999999;41,8691152999999;60607;A-HD;17173250040000;211;Two to Six Apartments, Over 62 Years                                                         ;16.050;46.717;62.767;627.670;13.375;51.319;64.694;13.375;51.319;64.694;2013;77;592;CITY;77002;132;1447;W;TAYLOR ;ST; ;CHICAGO;Three Story       ;Multi Family  ;5;1;Masonry    ;5;1;Full and Unfinished;None;1;0; ;124;9000;5350;     ;        ;0;1;11/1/08;1250000;0;0;                  ;;0;;0;0;     ;
1448 W FILLMORE ST, CHICAGO, IL;-87,6635741999999;41,8686836999999;60607;A-HD;17173250220000;211;Two to Six Apartments, Over 62 Years                                                         ;9.630;40.416;50.046;500.460;8.025;29.515;37.540;8.025;29.515;37.540;2013;77;592;CITY;77002;132;1448;W;FILLMORE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Full and Unfinished;None;2;0; ;127;2200;3210;     ;        ;0;1;3/1/14;500000;0;0;                  ;;0;;0;0;     ;
1448 W TAYLOR ST, CHICAGO, IL;-87,6635725;41,8695105999999;60607;A-HD;17173170540000;211;Two to Six Apartments, Over 62 Years                                                         ;9.000;35.640;44.640;446.400;7.500;33.485;40.985;7.500;33.485;40.985;2013;77;592;CITY;77002;132;1448;W;TAYLOR ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Slab and Unfinished;None;2;0; ;133;3036;3000;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1447 W LEXINGTON ST, CHICAGO, IL;-87,6635703999999;41,8723115;60607;A-HD;17173040050000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;47.892;55.884;558.840;6.660;40.705;47.365;6.660;40.705;47.365;2013;77;592;CITY;77002;132;1447;W;LEXINGTON ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;0;Masonry    ;6;0;Full and Unfinished;None;2;0; ;117;5166;2664;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1446 W POLK ST, CHICAGO, IL;-87,6635651999999;41,8718410999999;60607;A-HD;17173040270000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;45.190;53.182;531.820;6.660;42.529;49.189;6.660;42.529;49.189;2013;77;592;CITY;77002;132;1446;W;POLK ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Frame     ;3;0;Full and Unfinished;None;1;0; ;147;1568;2664;     ;        ;0;2;4/1/98;346000;1;97267;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;69536;57586;10/19/15;
1444 W LEXINGTON ST, CHICAGO, IL;-87,6635038999999;41,8726910999999;60607;A-HD;17173030310000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;33.307;41.299;412.990;6.660;30.203;36.863;6.660;30.203;36.863;2013;77;592;CITY;77002;132;1444;W;LEXINGTON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;1 Car Detached;137;1834;2664;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1446 W TAYLOR ST, CHICAGO, IL;-87,6634841999999;41,8695193;60607;A-HD;17173170550000;211;Two to Six Apartments, Over 62 Years                                                         ;9.000;34.531;43.531;435.310;7.500;30.096;37.596;7.500;30.096;37.596;2013;77;592;CITY;77002;132;1446;W;TAYLOR ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;147;3168;3000;     ;        ;0;2;12/1/12;430000;0;0;                  ;;0;;0;0;     ;
1445 W LEXINGTON ST, CHICAGO, IL;-87,6634782;41,8723065;60607;A-HD;17173040060000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;47.892;55.884;558.840;6.660;40.705;47.365;6.660;40.705;47.365;2013;77;592;CITY;77002;132;1445;W;LEXINGTON ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;0;Masonry    ;6;0;Full and Unfinished;None;2;0; ;117;5166;2664;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1444 W POLK ST, CHICAGO, IL;-87,6634757;41,8718559;60607;A-HD;17173040280000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;28.428;36.420;364.200;6.660;28.465;35.125;6.660;28.465;35.125;2013;77;592;CITY;77002;132;1444;W;POLK ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Frame     ;3;0;Full and Unfinished;Full and Living Area;1;2; ;147;1840;2664;     ;        ;0;2;4/1/98;272000;1;97262;Appeal Review Complete       ;Assessed Value Adjusted;2;Assessed Value Adjusted;40801;38828;10/19/15;
1441 W FLOURNOY ST, CHICAGO, IL;-87,6634272;41,8730930999999;60607;A-HD;17173030090000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;42.872;50.864;508.640;6.660;40.695;47.355;6.660;40.695;47.355;2013;77;592;CITY;77002;132;1441;W;FLOURNOY ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;0;Masonry    ;6;0;Full and Unfinished;None;2;0; ;112;5656;2664;     ;        ;0;2;7/1/05;795000;1;95619;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;57761;54314;10/19/15;
1442 W LEXINGTON ST, CHICAGO, IL;-87,6634154;41,8726946;60607;A-HD;17173030320000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;58.236;66.228;662.280;6.660;46.077;52.737;6.660;46.077;52.737;2013;77;592;CITY;77002;132;1442;W;LEXINGTON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;3;1;Full and Apartment;None;1;0; ;122;2726;2664;     ;        ;0;0;     ;0;1;103627;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;78867;66228;10/19/15;
1440 W FLOURNOY ST, CHICAGO, IL;-87,6634056999999;41,8735357999999;60607;A-HD;17173020180000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;44.300;52.292;522.920;6.660;40.329;46.989;6.660;40.329;46.989;2013;77;592;CITY;77002;132;1440;W;FLOURNOY ;ST; ;CHICAGO;Three Story       ;Multi Family  ;4;0;Masonry    ;6;0;Full and Unfinished;None;2;0; ;122;6019;2664;     ;        ;0;1;4/1/13;715000;1;99327;Appeal Review Complete       ;Assessed Value Not Adjusted;27;Assessed Value Not Adjusted;68018;68018;10/19/15;
1443 W TAYLOR ST, CHICAGO, IL;-87,6634027;41,8690815;60607;A-HD;17173250050000;318;Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ;4.547;50.026;54.573;545.730;4.547;48.248;52.795;4.547;48.248;52.795;2013;77;592;CITY;77002;132;1443;W;TAYLOR ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;124;0;2675;0;0;0;1;8/1/94;304000;1;91642;Appeal Review Complete       ;Assessed Value Adjusted;11;Assessed Value Adjusted;72791;59269;10/19/15;
1441 W LEXINGTON ST, CHICAGO, IL;-87,6633997999999;41,8723071;60607;A-HD;17173040070000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;36.144;44.136;441.360;6.660;33.271;39.931;6.660;33.271;39.931;2013;77;592;CITY;77002;132;1441;W;LEXINGTON ;ST;3;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;1;0;2 Cars Detached;127;3618;2664;     ;        ;0;1;7/1/03;586500;1;6083768;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;51997;48441;10/19/15;
1444 W TAYLOR ST, CHICAGO, IL;-87,6633858;41,8695227999999;60607;A-HD;17173170560000;318;Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ;5.100;44.632;49.732;497.320;5.100;40.661;45.761;5.100;40.661;45.761;2013;77;592;CITY;77002;132;1444;W;TAYLOR ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;28;0;3000;0;0;0;0;     ;0;1;91503;Appeal Review Complete       ;Assessed Value Not Adjusted;22;Assessed Value Not Adjusted;53994;53994;10/19/15;
1442 W POLK ST, CHICAGO, IL;-87,6633822999999;41,8718787999999;60607;A-HD;17173040290000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;35.407;43.399;433.990;6.660;33.416;40.076;6.660;33.416;40.076;2013;77;592;CITY;77002;132;1442;W;POLK ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;1 Car Detached;133;2552;2664;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1438 W FLOURNOY ST, CHICAGO, IL;-87,6633511;41,8735514999999;60607;A-HD;17173020190000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;47.379;55.371;553.710;6.660;40.418;47.078;6.660;40.418;47.078;2013;77;592;CITY;77002;132;1438;W;FLOURNOY ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;0;Masonry    ;6;0;Full and Unfinished;None;2;0;1 Car Detached;112;5097;2664;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1439 W FLOURNOY ST, CHICAGO, IL;-87,6633288999999;41,8730979999999;60607;A-HD;17173030100000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;49.690;57.682;576.820;6.660;39.182;45.842;6.660;39.182;45.842;2013;77;592;CITY;77002;132;1439;W;FLOURNOY ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;0;Masonry    ;6;0;Full and Unfinished;None;2;0; ;107;5442;2664;     ;        ;0;1;12/1/05;800000;0;0;                  ;;0;;0;0;     ;
1439 W LEXINGTON ST, CHICAGO, IL;-87,6633156999999;41,8723097999999;60607;A-HD;17173040080000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;32.520;40.512;405.120;6.660;30.999;37.659;6.660;30.999;37.659;2013;77;592;CITY;77002;132;1439;W;LEXINGTON ;ST;2;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;137;2016;2664;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1438 W LEXINGTON ST, CHICAGO, IL;-87,6633144;41,8727169;60607;A-HD;17173030330000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;43.841;51.833;518.330;6.660;35.501;42.161;6.660;35.501;42.161;2013;77;592;CITY;77002;132;1438;W;LEXINGTON ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;112;4830;2664;     ;        ;0;0;     ;0;1;96737;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;51833;51833;10/19/15;
1442 W TAYLOR ST, CHICAGO, IL;-87,6632823;41,8695221999999;60607;A-HD;17173170570000;318;Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ;5.100;44.632;49.732;497.320;5.100;40.661;45.761;5.100;40.661;45.761;2013;77;592;CITY;77002;132;1442;W;TAYLOR ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;25;0;3000;0;0;0;0;     ;0;1;91503;Appeal Review Complete       ;Assessed Value Not Adjusted;22;Assessed Value Not Adjusted;53994;53994;10/19/15;
810 S BISHOP ST, CHICAGO, IL;-87,6632584999999;41,8712664999999;60607;A-HD;17173170280000;211;Two to Six Apartments, Over 62 Years                                                         ;9.375;60.713;70.088;700.880;7.812;34.850;42.662;7.812;34.850;42.662;2013;77;592;CITY;77002;132;810;S;BISHOP ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;3;0;Full and Apartment;None;1;2; ;139;2773;3125;     ;        ;0;2;9/1/14;725000;0;0;                  ;;0;;0;0;     ;
1436 W FLOURNOY ST, CHICAGO, IL;-87,6632563999999;41,8735509999999;60607;A-HD;17173020200000;211;Two to Six Apartments, Over 62 Years                                                         ;7.992;40.776;48.768;487.680;6.660;36.647;43.307;6.660;36.647;43.307;2013;77;592;CITY;77002;132;1436;W;FLOURNOY ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;0;Masonry    ;6;0;Full and Unfinished;None;2;0; ;122;5097;2664;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
